!exclamation-point	ˌɛkskləˈmeɪʃənˌpɔɪnt
"close-quote	ˈkloʊzˈkwoʊt
"double-quote	ˈdʌbəlˈkwoʊt
sparring	ˈspɑːrɪŋ
sparrow	ˈspɛroʊ
sparrows	ˈspɛroʊz
sparse	ˈspɑːrs
sparsely	ˈspɑːrsli
sparta	ˈspɑːrtɑː
spartacus	ˈspɑːrtɑːkəs
spartan	ˈspɑːrtən
spartanburg	ˈspɑːrtənˌbɝːg
spartans	ˈspɑːrtənz
spartech	ˈspɑːrˌtɛk
spartz	ˈspɑːrts
spas	ˈspɑːz
spasm	ˈspæzəm
spasmodic	spæzˈmɔdɪk
spasmodically	spæzˈmɔdɪkli
spasms	ˈspæzəmz
spasso	ˈspæˌsoʊ
spastic	ˈspæstɪk
spat	ˈspæt
spatafora	spɑːtɑːˈfɔˌrɑː
spatafore	ˈspætəˌfɔr
spataro	spɑːˈtɑːˌroʊ
spate	ˈspeɪt
spates	ˈspeɪts
spath	ˈspæθ
spatial	ˈspeɪʃəl
spatola	spɑːˈtoʊlɑː
spats	ˈspæts
spatter	ˈspætɝ
spattered	ˈspætɝd
spattering	ˈspætɝɪŋ
spatters	ˈspætɝz
spatula	ˈspæˌtʃʊlə
spatulas	ˈspæˌtʃʊləz
spatz	ˈspæts
spaugh	ˈspɔ
spaulding	ˈspɔldɪŋ
spaur	ˈspɔr
spavo	ˈspɑːˌvoʊ
spaw	ˈspɔ
spawn	ˈspɑːn, ˈspɔn
spawned	ˈspɔnd
spawning	ˈspɑːnɪŋ, ˈspɔnɪŋ
spawns	ˈspɑːnz, ˈspɔnz
spay	ˈspeɪ
spayd	ˈspeɪd
spayde	ˈspeɪd
spayed	ˈspeɪd
spaz	ˈspæz
spazes	ˈspæzɛz
spaziani	spɑːziːˈɑːˌniː
speagle	ˈspiːgəl
speak	ˈspiːk
speak-easy	ˈspiːˌkiːˌziː
speake	ˈspiːk
speaker	ˈspiːkɝ
speaker's	ˈspiːkɝz
speakers	ˈspiːkɝz
speakership	ˈspiːkɝˌʃɪp
speakes	ˈspiːks
speakes's	ˈspiːksɪz
speaking	ˈspiːkɪŋ
speakman	ˈspiːkmən
speaks	ˈspiːks
spear	ˈspɪr
speare	ˈspiːr
spearhead	ˈspɪrˌhɛd
spearheaded	ˈspɪrˌhɛdɪd
spearheading	ˈspɪrˌhɛdɪŋ
spearing	ˈspɪrɪŋ
spearman	ˈspɪrmən
spears	ˈspɪrz
speas	ˈspiːz
spease	ˈspiːz
spec	ˈspɛk
specht	ˈspɛkt
special	ˈspɛʃəl
special's	ˈspɛʃəlz
speciale	ˈspɛtʃəli
specialist	ˈspɛʃəlɪst
specialists	ˈspɛʃəlɪsts
specialists'	ˈspɛʃəlɪsts
specialities	ˈspɛʃəltiːz
speciality	ˌspɛʃiːˈælɪti
specialization	ˌspɛʃələˈzeɪʃən
specialize	ˈspɛʃəˌlaɪz
specialized	ˈspɛʃəˌlaɪzd
specializes	ˈspɛʃəˌlaɪzɪz
specializing	ˈspɛʃəˌlaɪzɪŋ
specially	ˈspɛʃəli, ˈspɛʃli
specials	ˈspɛʃəlz
specialties	ˈspɛʃəltiːz
specialty	ˈspɛʃəlti, ˈspeɪʃəlti
species	ˈspiːʃiːz
species'	ˈspiːʃiːz
specific	spəˈsɪfɪk, spɪˈsɪfɪk
specifically	spəˈsɪfɪkli
specification	ˌspɛsɪfɪˈkeɪʃən
specifications	ˌspɛsəfəˈkeɪʃənz
specificity	ˌspɛsəˈfɪsəti
specifics	spɪˈsɪfɪks
specified	ˈspɛsəˌfaɪd
specifies	ˈspɛsəˌfaɪz
specify	ˈspɛsəˌfaɪ
specifying	ˈspɛsəˌfaɪɪŋ
specimen	ˈspɛsəmən
specimens	ˈspɛsəmənz
specious	ˈspiːʃəs
speck	ˈspɛk
specker	ˈspɛkɝ
speckle	ˈspɛkəl
speckled	ˈspɛkəld
speckman	ˈspɛkmən
specks	ˈspɛks
specs	ˈspɛks
spectacle	ˈspɛktəkəl
spectacles	ˈspɛktəkəlz
spectacular	spɛkˈtækjəlɝ
spectacularly	spɛkˈtækjəlɝli
spectator	ˈspɛkteɪtɝ
spectators	ˈspɛkteɪtɝz
specter	ˈspɛktɝ
specter's	ˈspɛktɝz
specthrie	ˈspɛkθri
spector	ˈspɛktɝ
spectra	ˈspɛktrə
spectra's	ˈspɛktrəz
spectradyne	ˈspɛktrəˌdaɪn
spectral	ˈspɛktrəl
spectramed	ˈspɛktrəmd, ˈspɛktrəˌmɛd
spectran	ˈspɛkˌtræn
spectravision	ˈspɛktrəˌvɪʒən
spectre	ˈspɛktɝ
spectrograph	ˈspɛktrəˌgræf
spectrometer	spɛkˈtrɑːmətɝ
spectrometry	spɛkˈtrɑːmətri
spectroscopy	spɛkˈtrɑːskəpi
spectrum	ˈspɛktrəm
spectrum's	ˈspɛktrəmz
spectrums	ˈspɛktrəmz
speculate	ˈspɛkjəˌleɪt
speculated	ˈspɛkjəˌleɪtəd, ˈspɛkjəˌleɪtɪd
speculates	ˈspɛkjəˌleɪts
speculating	ˈspɛkjəˌleɪtɪŋ
speculation	ˌspɛkjəˈleɪʃən
speculations	ˌspɛkjəˈleɪʃənz
speculative	ˈspɛkjələtɪv
speculator	ˈspɛkjəˌleɪtɝ
speculators	ˈspɛkjəˌleɪtɝz
speculators'	ˈspɛkjəlɝˌteɪz
sped	ˈspɛd
speece	ˈspiːs
speech	ˈspiːtʃ
speeches	ˈspiːtʃəz, ˈspiːtʃɪz
speechify	ˈspiːtʃəˌfaɪ
speechifying	ˈspiːtʃəˌfaɪɪŋ
speechless	ˈspiːtʃləs
speechwriter	ˈspiːtʃˌraɪtɝ
speechwriters	ˈspiːtʃˌraɪtɝz
speed	ˈspiːd
speedboat	ˈspiːdˌboʊt
speedboats	ˈspiːdˌboʊts
speeded	ˈspiːdɪd
speeder	ˈspiːdɝ
speeders	ˈspiːdɝz
speedier	ˈspiːdiːɝ
speedily	ˈspiːdəli
speeding	ˈspiːdɪŋ
speedometer	spiːˈdɑːmətɝ
speedring	ˈspiːˌdrɪŋ
speeds	ˈspiːdz
speedskate	ˈspiːdˌskeɪt
speedskating	ˈspiːdˌskeɪtɪŋ
speedup	ˈspiːˌdəp
speedway	ˈspiːˌdweɪ
speedy	ˈspiːˌdiː
speegle	ˈspiːgəl
speelman	ˈspiːlmən
speer	ˈspɪr
spees	ˈspiːz
spegal	ˈspiːgəl
spehar	ˈspɛhɝ
speich	ˈspaɪk
speicher	ˈspaɪkɝ
speidel	ˈspaɪdəl
speier	ˈspaɪɝ
speight	ˈspeɪt
speights	ˈspeɪts
speigner	ˈspaɪgnɝ
speir	ˈspɪr
speirs	ˈspɪrz
speiser	ˈspaɪzɝ
spektr	ˈspɛktɝ
spektr's	ˈspɛktɝz
spell	ˈspɛl
spellacy	ˈspɛləsi
spellbinding	ˈspɛlˌbaɪndɪŋ
spellbound	ˈspɛlˌbaʊnd
spelled	ˈspɛld
speller	ˈspɛlɝ
spellers	ˈspɛlɝz
spelling	ˈspɛlɪŋ
spelling's	ˈspɛlɪŋz
spellings	ˈspɛlɪŋz
spellman	ˈspɛlmən
spellman's	ˈspɛlmənz
spellmeyer	ˈspɛlmaɪɝ
spellmeyer's	ˈspɛlmaɪɝz
spells	ˈspɛlz
spelman	ˈspɛlmən
speltz	ˈspɛlts
spelunk	spəˈlʌŋk
spelunked	spəˈlʌŋkt
spelunker	spəˈlʌŋkɝ
spelunkers	spəˈlʌŋkɝz
spelunking	spəˈlʌŋkɪŋ
spelunks	spəˈlʌŋks
spence	ˈspɛns
spencer	ˈspɛnsɝ
spencer's	ˈspɛnsɝz
spencers	ˈspɛnsɝz
spend	ˈspɛnd
spendable	ˈspɛndəbəl
spender	ˈspɛndɝ
spenders	ˈspɛndɝz
spending	ˈspɛndɪŋ
spendley	ˈspɛndli
spendlove	ˈspɛndˌləv
spends	ˈspɛndz, ˈspɛnz
spendthrift	ˈspɛndˌθrɪft
spengler	ˈspɪŋəlɝ, ˈspɪŋlɝ
spenner	ˈspɛnɝ
speno	ˈspɛnoʊ
spens	ˈspɛns
spenser	ˈspɛnsɝ
spenser's	ˈspɛnsɝz
spensers	ˈspɛnsɝz
spent	ˈspɛnt
spera	ˈspɛrə
speranza	spɝˈɑːnzə
sperbeck	ˈspɝːbɛk
sperber	ˈspɝːbɝ
sperduto	spɝˈduːtoʊ
sperl	ˈspɝːl
sperle	ˈspɝːl
sperlich	ˈspɝːlɪk
sperling	ˈspɝːlɪŋ
sperm	ˈspɝːm
sperms	ˈspɝːmz
spero	ˈspɛroʊ
speros	ˈspɛroʊz
sperrazza	spɝˈɑːtsə
sperrfrist	ˈspɛrfrɪst
sperry	ˈspɛri
spessard	ˈspɛsɝd
speth	ˈspɛθ
spethmann	ˈspɛθmən
spetsnaz	ˈspɛtsnæz
spevak	ˈspɛvək
spew	sˈpjuː
spewed	sˈpjuːd
spewing	sˈpjuːɪŋ
spews	sˈpjuːz
spey	ˈspeɪ
speyer	ˈspeɪɝ
speziale	spɛziːˈɑːli
spezzano	spɛtˈsɑːnoʊ
sphar	sˈfɑːr
sphere	sˈfɪr
spheres	sˈfɪrz
spherical	sˈfɛrɪkəl
spheroid	sˈfɪˌrɔɪd
sphinx	sˈfɪŋks
spic	ˈspɪk
spice	ˈspaɪs
spiced	ˈspaɪst
spiceland	ˈspaɪˌslænd
spicer	ˈspaɪsɝ
spices	ˈspaɪsəz, ˈspaɪsɪz
spicey	ˈspaɪsi
spicher	ˈspɪtʃɝ
spicing	ˈspaɪsɪŋ
spickard	ˈspɪkɝd
spickler	ˈspɪklɝ
spicuzza	spiːˈkuːtsə
spicy	ˈspaɪsi
spidel	ˈspɪdəl
spidell	ˈspɪdəl
spider	ˈspaɪdɝ
spider-man	ˈspaɪdɝmæn
spiderman	ˈspaɪdɝmæn
spiders	ˈspaɪdɝz
spidle	ˈspaɪdəl
spie	ˈspiː
spied	ˈspaɪd
spiegel	ˈspiːgəl
spiegelberg	ˈspiːgəlbɝg
spiegelman	ˈspiːgəlmən
spiegler	ˈspiːglɝ
spieker	ˈspiːkɝ
spiel	ˈspiːl
spielberg	ˈspiːlbɝg
spielberg's	ˈspiːlbɝgz
spielberger	ˈspiːlbɝgɝ
spieler	ˈspiːlɝ
spielman	ˈspiːlmən
spielmann	ˈspiːlmən
spielvogel	ˈspiːlˌvoʊgəl
spier	ˈspaɪɝ
spiering	ˈspaɪɝɪŋ
spiers	ˈspaɪɝz
spies	ˈspaɪz
spiess	ˈspiːz
spieth	ˈspaɪəθ
spiewak	ˈspiːˌwæk
spiffing	ˈspɪfɪŋ
spiffy	ˈspɪfi
spight	ˈspaɪt
spigner	ˈspaɪgnɝ
spigot	ˈspɪgət
spigots	ˈspɪgəts
spike	ˈspaɪk
spiked	ˈspaɪkt
spiker	ˈspaɪkɝ
spikes	ˈspaɪks
spiking	ˈspaɪkɪŋ
spiky	ˈspaɪki
spilde	ˈspɪld
spilker	ˈspɪlkɝ
spill	ˈspɪl
spill's	ˈspɪlz
spillage	ˈspɪlɪdʒ
spillane	ˈspɪlən
spilled	ˈspɪld
spiller	ˈspɪlɝ
spillers	ˈspɪlɝz
spilling	ˈspɪlɪŋ
spillman	ˈspɪlmən
spillover	ˈspɪˌloʊvɝ
spills	ˈspɪlz
spillway	ˈspɪlˌweɪ
spilman	ˈspɪlmən
spilotro	spɪˈlɑːtroʊ
spilt	ˈspɪlt
spin	ˈspɪn
spina	ˈspiːnə
spinach	ˈspɪnətʃ
spinal	ˈspaɪnəl
spinale	spiːˈnɑːli
spindel	ˈspɪndəl
spindle	ˈspɪndəl
spindler	ˈspɪndəlɝ, ˈspɪndlɝ
spine	ˈspaɪn
spineless	ˈspaɪnləs
spinella	spɪˈnɛlə
spinelli	spɪˈnɛli
spinello	spɪˈnɛloʊ
spines	ˈspaɪnz
spinfizz	ˈspɪnfɪz
spinifex	ˈspɪnɪfɛks
spink	ˈspɪŋk
spinks	ˈspɪŋks
spinks's	ˈspɪŋksɪz
spinner	ˈspɪnɝ
spinner's	ˈspɪnɝz
spinners	ˈspɪnɝz
spinney	ˈspɪni
spinning	ˈspɪnɪŋ
spino	ˈspiːnoʊ
spinoff	ˈspɪˌnɔf
spinoffs	ˈspɪˌnɔfs
spinola	spiːˈnoʊlə
spinosa	spiːˈnoʊsə
spinoza	spɪˈnoʊzə
spins	ˈspɪnz
spinster	ˈspɪnstɝ
spiny	ˈspaɪni
spira	ˈspɪrə
spiral	ˈspaɪrəl
spiraled	ˈspaɪrəld
spiraling	ˈspaɪrəlɪŋ
spiralling	ˈspaɪrəlɪŋ
spirals	ˈspaɪrəlz
spire	ˈspaɪr
spires	ˈspaɪrz
spirit	ˈspɪrət, ˈspɪrɪt
spirit's	ˈspɪrɪts
spirited	ˈspɪrɪtəd
spiritedness	ˈspɪrɪtɪdnəs
spirito	spɪˈriːˌtoʊ
spirits	ˈspɪrɪts
spiritual	ˈspɪrɪˌtʃuːəl
spiritualism	ˈspɪrɪˌtʃuːəˌlɪzm
spiritualist	ˈspɪrɪˌtʃuːəˌlɪst
spiritualists	ˈspɪrɪˌtʃuːəˌlɪsts
spirituality	ˌspɪrɪˌtʃuːˈæləˌtiː
spiritually	ˈspɪrɪˌtʃuːəˌliː
spirituals	ˈspɪrɪˌtʃuːəlz
spiro	ˈspɪˌroʊ
spiro's	ˈspɪˌroʊz
spiros	ˈspɪˌroʊz
spisak	ˈspɪsək
spit	ˈspɪt
spitale	spiːˈtɑːli
spitball	ˈspɪtˌbɔl
spitball's	ˈspɪtˌbɔlz
spite	ˈspaɪt
spiteful	ˈspaɪtfəl
spiteri	spiːˈtɛri
spitler	ˈspɪtlɝ
spits	ˈspɪts
spitting	ˈspɪtɪŋ
spittle	ˈspɪtəl
spittler	ˈspɪtlɝ
spitz	ˈspɪts
spitzer	ˈspɪtzɝ
spitzley	ˈspɪtsli
spitznagel	ˈspɪtˌsneɪgəl
spiva	ˈspiːvə
spivack	ˈspɪvək
spivak	ˈspɪvək
spivey	ˈspɪvi
spiwak	ˈspɪvək
spizzirri	spiːtˈsɪri
splain	ˈspleɪn
splaine	ˈspleɪn
splash	ˈsplæʃ
splashed	ˈsplæʃt
splashes	ˈsplæʃɪz
splashing	ˈsplæʃɪŋ
splashy	ˈsplæʃi
splat	ˈsplæt
splatter	ˈsplætɝ
splattered	ˈsplætɝd
splattering	ˈsplætəˌrɪŋ
splatters	ˈsplætɝz
splawn	ˈsplɔn
spleen	ˈspliːn
spleisson	ˈspeɪsən
splendid	ˈsplɛndɪd
splendidly	ˈsplɛndədli
splendor	ˈsplɛndɝ
splenic	ˈsplɛnɪk, ˈspliːnɪk
splice	ˈsplaɪs
spliced	ˈsplaɪst
splices	ˈsplaɪsɪz
splichal	ˈsplɪtʃəl
splicing	ˈsplaɪsɪŋ
splint	ˈsplɪnt
splinter	ˈsplɪntɝ
splintered	ˈsplɪntɝd
splintering	ˈsplɪntɝɪŋ
splinters	ˈsplɪntɝz
splintery	ˈsplɪntɝi
splints	ˈsplɪnts
split	ˈsplɪt
splits	ˈsplɪts
splitt	ˈsplɪt
splitter	ˈsplɪtɝ
splitting	ˈsplɪtɪŋ
splurge	ˈsplɝːdʒ
splurged	ˈsplɝːdʒd
splurges	ˈsplɝːdʒɪs
splurging	ˈsplɝːdʒɪŋ
spoarer	ˈspɔrɝ
spock	ˈspɑːk
spoden	ˈspoʊdən
spoelstra	ˈspoʊlstrɑː
spoerl	ˈspɔrl
spofford	ˈspɑːfɝd
spogli	ˈspɑːgli
spohn	ˈspɑːn
spohr	ˈspɑːr
spoil	ˈspɔɪl
spoilage	ˈspɔɪlədʒ, ˈspɔɪlɪdʒ
spoiled	ˈspɔɪld
spoiler	ˈspɔɪlɝ
spoilers	ˈspɔɪlɝz
spoiling	ˈspɔɪlɪŋ
spoils	ˈspɔɪlz
spokane	spoʊˈkæn, spoʊˈkeɪn
spoke	ˈspoʊk
spoken	ˈspoʊkən
spokenly	ˈspoʊkənli
spokes	ˈspoʊks
spokesman	ˈspoʊksmən
spokesmen	ˈspoʊksmɪn
spokespeople	ˈspoʊkˌspiːpəl
spokesperson	ˈspoʊkspɝsən
spokespersons	ˈspoʊkspɝsənz
spokeswoman	ˈspoʊkˌswʊmən
spokeswomen	ˈspoʊkˌswɪmən
spoleto	spoʊˈleɪtoʊ
spoletto	spoʊˈleɪtoʊ
spoletto's	spoʊˈleɪtoʊz
spomer	ˈspoʊmɝ
sponaugle	ˈspɑːnɔgəl
spong	ˈspɔŋ
sponge	ˈspʌndʒ
sponged	ˈspʌndʒd
spongeform	ˈspʌndʒɪˌfɔrm
sponges	ˈspʌndʒɪz
spongiform	ˈspʌndʒɪˌfɔrm
spongy	ˈspʌndʒi
sponsel	ˈspɑːnsəl
sponseller	ˈspɑːnsəlɝ
sponsler	ˈspɑːnsəlɝ, ˈspɑːnslɝ
sponsor	ˈspɑːnsɝ
sponsor's	ˈspɑːnsɝz
sponsored	ˈspɑːnsɝd
sponsoring	ˈspɑːnsɝɪŋ
sponsors	ˈspɑːnsɝz
sponsorship	ˈspɑːnsɝˌʃɪp
sponsorships	ˈspɑːnsɝˌʃɪps
spontaneity	ˌspɑːntəˈniːəti
spontaneous	spɑːnˈteɪniːəs
spontaneously	spɑːnˈteɪniːəsli
spoof	ˈspuːf
spoofed	ˈspuːft
spoofing	ˈspuːfɪŋ
spoofs	ˈspuːfs
spook	ˈspuːk
spooked	ˈspuːkt
spooks	ˈspuːks
spooky	ˈspuːki
spool	ˈspuːl
spoon	ˈspuːn
spoonemore	ˈspuːnmɔr
spooner	ˈspuːnɝ
spoonful	ˈspuːnˌfʊl
spoonfuls	ˈspuːnˌfʊlz
spoons	ˈspuːnz
spoor	ˈspʊr
spoor's	ˈspʊrz
sporadic	spɝˈædɪk
sporadically	spɝˈædɪkli
sporck	ˈspɔrk
spore	ˈspɔr
sporer	ˈspɔrɝ
spores	ˈspɔrz
sporkin	ˈspɔrkɪn
sporkin's	ˈspɔrkɪnz
sporleder	ˈspɔrlɪdɝ
sporn	ˈspɔrn
sporophyte	ˈspɔrˌfaɪt
sporophytes	ˈspɔrˌfaɪts
sporrer	ˈspɔɝr
sport	ˈspɔrt
sport's	ˈspɔrts
sported	ˈspɔrtɪd
sportier	ˈspɔrtiːɝ
sporting	ˈspɔrtɪŋ
sportingly	ˈspɔrtɪŋli
sports	ˈspɔrts
sports'	ˈspɔrts
sportsbar	ˈspɔrtsˌbɑːr
sportscaster	ˈspɔrtˌskæstɝ
sportscasters	ˈspɔrtˌskæstɝz
sportschannel	ˈspɔrtsˈtʃænəl
sportsclub	ˈspɔrtsˌkləb
sportsman	ˈspɔrtsmən
sportsmanship	ˈspɔrtsmənˌʃɪp
sportsmen	ˈspɔrtsmɪn
sportster	ˈspɔrtstɝ
sportswear	ˈspɔrtˌswɛr
sportswriter	ˈspɔrtsˌraɪtɝ
sportswriters	ˈspɔrtsˌraɪtɝz
sporty	ˈspɔrti
sposato	spoʊˈsɑːtoʊ
sposito	spoʊˈsiːtoʊ
spot	ˈspɑːt
spotless	ˈspɑːtləs
spotlight	ˈspɑːtˌlaɪt
spotlighted	ˈspɑːtˌlaɪtɪd
spotlighting	ˈspɑːtˌlaɪtɪŋ
spotlights	ˈspɑːtˌlaɪts
spoto	ˈspoʊtoʊ
spots	ˈspɑːts
spotted	ˈspɑːtəd, ˈspɑːtɪd
spotter	ˈspɑːtɝ
spotters	ˈspɑːtɝz
spotting	ˈspɑːtɪŋ
spotts	ˈspɑːts
spotty	ˈspɑːti
spousal	ˈspaʊzəl
spouse	ˈspaʊs
spouse's	ˈspaʊsɪz
spouses	ˈspaʊsəz, ˈspaʊsɪz
spout	ˈspaʊt
spouted	ˈspaʊtəd
spouting	ˈspaʊtɪŋ
spouts	ˈspaʊts
spracklen	ˈsprækələn
spradley	ˈsprædli
spradlin	ˈsprædlɪn
spradling	ˈsprædlɪŋ
spragg	ˈspræg
spraggins	ˈsprægɪnz
sprague	ˈspreɪg
sprague's	ˈspreɪgz
sprain	ˈspreɪn
sprained	ˈspreɪnd
spraining	ˈspreɪnɪŋ
sprains	ˈspreɪnz
spraker	ˈspreɪkɝ
sprang	ˈspræŋ
spranger	ˈspræŋɝ
sprankle	ˈspræŋkəl
spratley	ˈsprætli
spratlin	ˈsprætlɪn
spratling	ˈsprætlɪŋ
spratt	ˈspræt
sprawl	ˈsprɔl
sprawled	ˈsprɔld
sprawling	ˈsprɔlɪŋ
sprawls	ˈsprɔlz
spray	ˈspreɪ
sprayberry	ˈspreɪˌbɛri
sprayed	ˈspreɪd
sprayer	ˈspreɪɝ
sprayers	ˈspreɪɝz
spraying	ˈspreɪɪŋ
sprays	ˈspreɪz
spread	ˈsprɛd
spreader	ˈsprɛdɝ
spreading	ˈsprɛdɪŋ
spreads	ˈsprɛdz
spreadsheet	ˈsprɛdˌʃiːt
spreadsheets	ˈsprɛdˌʃiːts
sprecher	ˈsprɛkɝ
spreckels	ˈsprɛkəlz
spree	ˈspriː
spreeman	ˈspriːmən
spreen	ˈspriːn
sprees	ˈspriːz
sprehe	ˈspriːh
spreitzer	ˈspraɪtzɝ
spreng	ˈsprɛŋ
sprenger	ˈsprɛndʒɝ
sprenkle	ˈsprɛŋkəl
sprick	ˈsprɪk
sprigg	ˈsprɪg
sprigged	ˈsprɪgd
spriggs	ˈsprɪgz
sprightly	ˈspraɪtli
spring	ˈsprɪŋ, spɝˈɪŋ
spring's	ˈsprɪŋz
springboard	ˈsprɪŋˌbɔrd
springborn	ˈsprɪŋgbɝn
springdale	ˈsprɪŋˌdeɪl
springer	ˈsprɪŋɝ
springerville	ˈsprɪŋɝˌvɪl
springfield	ˈsprɪŋˌfiːld
springfield's	ˈsprɪŋˌfiːldz
springing	ˈsprɪŋɪŋ
springman	ˈsprɪŋmən
springs	ˈsprɪŋz, spɝˈɪŋz
springstead	ˈsprɪŋˌstɛd
springsteen	ˈsprɪŋˌstiːn
springsteen's	ˈsprɪŋˌstiːnz
springston	ˈsprɪŋstən
springtime	ˈsprɪŋˌtaɪm
sprinkel	ˈsprɪŋkəl
sprinkle	ˈsprɪŋkəl
sprinkled	ˈsprɪŋkəld
sprinkler	ˈsprɪŋklɝ, ˈsprɪŋkəlɝ
sprinklers	ˈsprɪŋklɝz, ˈsprɪŋkəlɝz
sprinkles	ˈsprɪŋkəlz
sprinkling	ˈsprɪŋklɪŋ, ˈsprɪŋkəlɪŋ
sprint	ˈsprɪnt
sprint's	ˈsprɪnts
sprinted	ˈsprɪntɪd
sprinter	ˈsprɪntɝ
sprinters	ˈsprɪntɝz
sprinting	ˈsprɪntɪŋ
sprints	ˈsprɪnts
sprite	ˈspraɪt
sprizzo	ˈsprɪzoʊ
sproat	ˈsproʊt
sprock	ˈsprɑːk
sprocket	ˈsprɑːkət
sprogus	ˈsproʊgəs
sprogus's	ˈsproʊgəsɪz
sproles	ˈsproʊlz
sprong	ˈsprɔŋ
sprott	ˈsprɑːt
sproul	ˈspraʊl
sproule	ˈspruːl
sproull	ˈspruːl
sprouls	ˈspraʊlz
sprouse	ˈspraʊs
sprout	ˈspraʊt
sproutaphile	ˈspraʊtəfaɪl
sproutaphiles	ˈspraʊtəfaɪlz
sprouted	ˈspraʊtəd, ˈspraʊtɪd
sprouting	ˈspraʊtɪŋ
sprouts	ˈspraʊts
sprow	ˈspraʊ
sprowl	ˈspraʊl
sprowle	ˈspraʊəl
sprowls	ˈspraʊlz
spruce	ˈspruːs
spruced	ˈspruːst
sprucing	ˈspruːsɪŋ
spruell	ˈspruːl
spruiell	ˈspruːl
spruill	ˈspruːl
sprung	ˈsprʌŋ
sprunger	ˈsprʌŋɝ
spry	ˈspraɪ
spud	ˈspʌd
spud's	ˈspʌdz
spuds	ˈspʌdz
spuhler	ˈspuːlɝ
spun	ˈspʌn
spunk	ˈspʌŋk
spunky	ˈspʌŋki
spur	ˈspɝː
spurdle	ˈspɝːdəl
spurge	ˈspɝːdʒ
spurgeon	ˈspɝːdʒɪn
spurgin	ˈspɝːdʒɪn
spurious	sˈpjʊriːəs, ˈspɝːiːəs
spurlin	ˈspɝːlɪn
spurling	ˈspɝːlɪŋ
spurlock	ˈspɝːˌlɑːk
spurn	ˈspɝːn
spurned	ˈspɝːnd
spurning	ˈspɝːnɪŋ
spurns	ˈspɝːnz
spurr	ˈspɝː
spurred	ˈspɝːd
spurrier	ˈspɝːiːɝ
spurring	ˈspɝːɪŋ
spurs	ˈspɝːz
spurt	ˈspɝːt
spurted	ˈspɝːtɪd
spurting	ˈspɝːtɪŋ
spurts	ˈspɝːts
sputnik	ˈspʌtnɪk
sputniks	ˈspʌtnɪks
sputter	ˈspʌtɝ
sputtered	ˈspʌtɝd
sputtering	ˈspʌtɝɪŋ
sputters	ˈspʌtɝz
sputum	sˈpjuːtəm
spy	ˈspaɪ
spy's	ˈspaɪz
spycatcher	ˈspaɪˌkætʃɝ
spychalski	spɪˈhɑːlski
spyglass	ˈspaɪˌglæs
spying	ˈspaɪɪŋ
spyker	ˈspaɪkɝ
spyware	ˈspaɪˌwɛr
squabble	ˈskwɑːbəl
squabbled	ˈskwɑːbəld
squabbles	ˈskwɑːbəlz
squabbling	ˈskwɑːbəlɪŋ, ˈskwɑːblɪŋ
squad	ˈskwɑːd
squad's	ˈskwɑːdz
squadron	ˈskwɑːdrən
squadrons	ˈskwɑːdrənz
squads	ˈskwɑːdz
squalid	ˈskwɑːləd
squall	ˈskwɔl
squalls	ˈskwɔlz
squalor	ˈskwɑːlɝ
squander	ˈskwɑːndɝ
squandered	ˈskwɑːndɝd
squandering	ˈskwɑːndɝɪŋ
squanders	ˈskwɑːndɝz
square	ˈskwɛr
squared	ˈskwɛrd
squarely	ˈskwɛrli
squares	ˈskwɛrz
squaring	ˈskwɛrɪŋ
squash	ˈskwɑːʃ
squashed	ˈskwɑːʃt
squashing	ˈskwɑːʃɪŋ
squashy	ˈskwɑːʃi
squat	ˈskwɑːt
squats	ˈskwɑːts
squatter	ˈskwɑːtɝ
squatters	ˈskwɑːtɝz
squatting	ˈskwɑːtɪŋ
squatty	ˈskwɑːti
squawk	ˈskwɔk
squawking	ˈskwɔkɪŋ
squawks	ˈskwɔks
squeak	ˈskwiːk
squeaked	ˈskwiːkt
squeaker	ˈskwiːkɝ
squeakers	ˈskwiːkɝz
squeaking	ˈskwiːkɪŋ
squeaks	ˈskwiːks
squeaky	ˈskwiːki
squeal	ˈskwiːl
squealing	ˈskwiːlɪŋ
squeals	ˈskwiːlz
squeamish	ˈskwiːmɪʃ
squeamishness	ˈskwiːmɪʃnəs
squeegee	ˈskwiːdʒi
squeeze	ˈskwiːz
squeezed	ˈskwiːzd
squeezes	ˈskwiːzɪz
squeezing	ˈskwiːzɪŋ
squelch	ˈskwɛltʃ
squelched	ˈskwɛltʃt
squelching	ˈskwɛltʃɪŋ
squibb	ˈskwɪb
squibb's	ˈskwɪbz
squid	ˈskwɪd
squier	ˈskwaɪɝ
squiers	ˈskwaɪɝz
squiggle	ˈskwɪgəl
squiggles	ˈskwɪgəlz
squillace	ˈskwɪləs
squillacote	ˈskwɪləkoʊt
squillacote's	ˈskwɪləkoʊts
squillante	skwiːˈlɑːnteɪ
squint	ˈskwɪnt
squinting	ˈskwɪntɪŋ
squire	ˈskwaɪr
squires	ˈskwaɪɝz
squirm	ˈskwɝːm
squirming	ˈskwɝːmɪŋ
squirms	ˈskwɝːmz
squirrel	ˈskwɝːəl
squirreled	ˈskwɝːəld
squirrels	ˈskwɝːəlz
squirt	ˈskwɝːt
squirted	ˈskwɝːtəd, ˈskwɝːtɪd
squirting	ˈskwɝːtɪŋ
squirts	ˈskwɝːts
squishy	ˈskwɪʃi
